feature,Importance
V164,1.6933653943951299e-06
V167,1.6933653943951299e-06
proc_id_30_1,1.6933653943951299e-06
V208,1.6933653943951299e-06
V40,1.6933653943951299e-06
V271,1.6933653943951299e-06
V74,1.6933653943951299e-06
V123,1.6933653943951299e-06
V109,1.6933653943951299e-06
V100,1.6933653943951299e-06
id_06,1.6933653943951299e-06
device_name,1.6933653943951299e-06
D13,1.6933653943951299e-06
V281,1.6933653943951299e-06
device_version_fe2,1.6933653943951299e-06
V20,1.6933653943951299e-06
R_emaildomain_0_fe1,1.6933653943951299e-06
V320,1.6933653943951299e-06
V62,1.6933653943951299e-06
V136,1.6933653943951299e-06
V259,1.6933653943951299e-06
card5_fe2,4.4408920985006264e-17
V97,2.2204460492503132e-17
P_emaildomain_0_fe1,2.2204460492503132e-17
id_38,2.2204460492503132e-17
V56,2.2204460492503132e-17
V288,2.2204460492503132e-17
V296,2.2204460492503132e-17
ProductCD_fe1,2.2204460492503132e-17
id_20_fe1,2.2204460492503132e-17
V311,2.2204460492503132e-17
card2_fe1,2.2204460492503132e-17
R17,2.2204460492503132e-17
proc_id_31_0_fe2,2.2204460492503132e-17
V64,2.2204460492503132e-17
id_13,2.2204460492503132e-17
id_33_fe1,2.2204460492503132e-17
V151,0.0
C9,0.0
V192,0.0
V10,0.0
id_21,0.0
V238,0.0
V2,0.0
V159,0.0
V145,0.0
card5,0.0
V9,0.0
id_08,0.0
id_34_fe1,0.0
id_26,0.0
M5_fe2,0.0
V112,0.0
M5,0.0
V6,0.0
M6_fe1,0.0
V163,0.0
C3,0.0
V3,0.0
V161,0.0
proc_id_30_0_fe2,0.0
V11,0.0
V206,0.0
V160,0.0
V300,0.0
V43,0.0
V253,0.0
id_28_fe2,0.0
M5_fe1,0.0
M6,0.0
id_14_fe2,0.0
V248,0.0
V98,0.0
M9_fe1,0.0
card5_fe1,0.0
V286,0.0
M1_fe2,0.0
id_07,0.0
id_25,0.0
id_04,0.0
V115,0.0
V83,0.0
R18,0.0
V184,0.0
id_10,0.0
M1,0.0
V250,0.0
id_37_fe1,0.0
proc_id_30_1_fe1,0.0
V336,0.0
V321,0.0
dist1,0.0
V118,0.0
id_22,0.0
V330,0.0
id_22_fe1,0.0
id_25_fe2,0.0
V138,0.0
V269,0.0
id_26_fe2,0.0
id_21_fe1,0.0
V122,0.0
V328,0.0
V121,0.0
V325,0.0
V117,0.0
V120,0.0
V157,0.0
V119,0.0
V240,0.0
V88,0.0
V14,0.0
V65,0.0
V107,0.0
V41,0.0
V241,0.0
V28,0.0
V27,0.0
V89,0.0
V1,0.0
V68,0.0
id_23_fe1,0.0
V334,0.0
id_21_fe2,0.0
id_24_fe1,0.0
id_27,0.0
V8,0.0
id_24,0.0
V142,0.0
V108,0.0
V144,0.0
V173,0.0
V111,0.0
V338,0.0
V110,0.0
id_27_fe2,0.0
V237,0.0
V339,0.0
V113,0.0
id_22_fe2,0.0
V141,0.0
id_23_fe2,0.0
V226,0.0
id_26_fe1,0.0
V329,0.0
V114,0.0
id_25_fe1,0.0
id_36_fe2,0.0
V327,0.0
id_23,0.0
V337,0.0
id_27_fe1,0.0
id_24_fe2,0.0
V220,0.0
V305,0.0
